province,num_hhmember,number_slept_under_itn,under_5,five_to_nineteen,nineteen_plus,num_under_5_slept_under_net,num_under_5,percent_slept_under_nets,percent_kids_slept_under_nets,all_slept_under_net,rural,wealth_quintile,raw_weight_hh,true_cluster,strata_id,fpc,fpc2,itns_in_hh,llins_in_hh,irs,num_of_sleeping_spaces,any_net,treated,more_than_one_net,more_than_one_itn,more_than_one_llin,num_nets,ratio_nets_to_spaces,ratio_greater_than_1,at_least_one_itn,at_least_one_llin,at_least_one_ever_treated,itn_and_irs,itn_or_irs,per_hh_with_irs_in_ea,cat_per_hh_with_irs_in_ea,very_high_irs_in_ea,high_irs_in_ea,medium_irs_in_ea,low_irs_in_ea,very_low_irs_in_ea,people_per_net,nets_per_people,one_net_per_2_people,full_cover_or_irs_or_all_under_nets,all_kids_slept_under_net,itn_2_1_coverage_and_irs,itn_2_1_coverage_or_irs
Luapula,5,2,1,1,1,1,2,0.4,0.5,0,Rural,1,537.7335815,89,18,0.01005291,0.291666657,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,82.60869565,5,1,0,0,0,0,5,0.2,0,1,0,0,1
Lusaka,3,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,1548.101318,103,13,0.004336827,0.183206111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Western,4,4,1,1,1,1,1,1,1,1,Rural,3,439.3160706,186,15,0.009014085,0.203539819,2,2,0,1,1,2,1,1,1,2,2,1,1,1,1,0,1,0,1,0,0,0,0,1,2,0.5,1,1,1,0,1
Central,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,559.4170532,12,17,0.008504924,0.150793657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05263158,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Lusaka,5,2,#NAME?,1,1,0,0,0.4,NA,0,Urban,5,1902.555176,105,13,0.004336827,0.085185185,1,1,0,5,1,1,0,0,0,1,0.2,0,1,1,1,0,1,0,1,0,0,0,0,1,5,0.2,0,0,NA,0,0
Copperbelt,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Urban,5,1653.740723,37,11,0.004253509,0.328358203,1,0,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,82.60869565,5,1,0,0,0,0,2,0.5,1,1,NA,0,1
Lusaka,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,5,785.8235474,94,10,0.010804322,0.178294569,1,1,0,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,8.695652174,1,0,0,0,0,1,1,1,1,1,NA,0,1
Northern,5,2,1,1,1,1,1,0.4,1,0,Rural,1,1421.343872,142,16,0.008608972,0.058608059,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,61.9047619,4,0,1,0,0,0,5,0.2,0,1,1,0,1
Eastern,2,0,1,#NAME?,1,0,1,0,0,0,Rural,2,387.9973755,66,20,0.010673986,0.179856122,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5,1,0,0,0,0,NA,0,0,1,0,0,1
Central,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,3,479.9390564,4,17,0.008504924,0.160256416,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,12,1,0,0,0,0,1,0.5,2,1,1,NA,0,1
Luapula,3,0,1,#NAME?,1,0,2,0,0,0,Rural,1,699.3758545,80,18,0.01005291,0.115577891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,2,0,0,0,1,0,NA,0,0,0,0,0,0
Northern,3,3,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,4,693.4748535,130,16,0.008608972,0.219047621,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,16.66666667,1,0,0,0,0,1,3,0.333333333,0,1,NA,0,0
Lusaka,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,1548.101318,103,13,0.004336827,0.183206111,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Northern,3,3,1,#NAME?,1,1,1,1,1,1,Rural,1,771.267334,129,16,0.008608972,0.178571433,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,28,2,0,0,0,1,0,3,0.333333333,0,1,1,0,1
Western,5,5,1,1,1,1,1,1,1,1,Rural,3,434.698822,187,15,0.009014085,0.349999994,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1.666666667,0.6,1,1,1,0,1
Eastern,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,518.8547974,69,20,0.010673986,0.157534242,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,69.23076923,4,0,1,0,0,0,1,1,1,1,NA,1,1
Copperbelt,6,6,#NAME?,1,1,0,0,1,NA,1,Urban,5,1188.17041,34,11,0.004253509,0.155688629,4,3,0,4,1,4,1,1,1,4,1,1,1,1,1,0,1,56,3,0,0,1,0,0,1.5,0.666666667,1,1,NA,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,868.9041138,65,20,0.010673986,0.134969324,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72.72727273,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Southern,3,0,1,1,1,0,1,0,0,0,Rural,4,2668.378662,168,19,0.008669267,0.030037547,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,2,0,0,0,1,0,NA,0,0,0,0,0,0
Southern,5,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,271.2770081,178,8,0.003696858,0.246376812,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Central,8,0,1,1,1,0,2,0,0,0,Rural,3,740.0307617,5,17,0.008504924,0.191011235,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1,0,NA,0,0,0,0,0,0
Western,5,0,1,1,1,0,1,0,0,0,Rural,1,153.4167023,194,15,0.009014085,0.51111114,1,0,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,82.60869565,5,1,0,0,0,0,5,0.2,0,0,0,0,0
Lusaka,4,2,1,1,1,1,2,0.5,0.5,0,Rural,1,617.5328979,99,10,0.010804322,0.15625,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,60,4,0,1,0,0,0,4,0.25,0,1,0,0,1
Western,3,0,1,1,1,0,1,0,0,0,Rural,1,454.232605,185,15,0.009014085,0.155844152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,NA,0,0,0,0,0,0
North-Western,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,3,560.2043457,151,12,0.011178861,0.148148149,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,40,3,0,0,1,0,0,1,1,1,1,NA,1,1
North-Western,8,7,1,1,1,1,1,0.875,1,0,Rural,3,533.244873,154,12,0.011178861,0.15436241,4,4,0,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,47.82608696,3,0,0,1,0,0,2,0.5,1,1,1,0,1
Central,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,740.0307617,5,17,0.008504924,0.191011235,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,20,2,0,0,0,1,0,2,0.5,1,1,NA,0,1
North-Western,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,377.5714111,147,12,0.011178861,0.274193555,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,5,1,0,0,0,0,NA,0,0,0,NA,0,0
Luapula,5,0,1,1,1,0,1,0,0,0,Rural,2,729.2487183,84,18,0.01005291,0.138554215,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4,0,1,0,0,0,NA,0,0,1,0,0,1
Luapula,4,0,1,#NAME?,1,0,1,0,0,0,Rural,4,1017.982971,73,18,0.01005291,0.129032254,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3,0,0,1,0,0,NA,0,0,1,0,0,1
Lusaka,5,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,1193.286987,102,13,0.004336827,0.149606302,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Lusaka,7,4,#NAME?,1,1,0,0,0.571428571,NA,0,Urban,5,1884.916626,108,13,0.004336827,0.117346942,2,2,0,5,1,2,1,1,1,2,0.4,0,1,1,1,0,1,8.695652174,1,0,0,0,0,1,3.5,0.285714286,0,0,NA,0,0
Luapula,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,1,729.2487183,84,18,0.01005291,0.138554215,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26086957,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Eastern,7,3,1,1,1,2,2,0.428571429,1,0,Rural,2,177.9990234,59,20,0.010673986,0.479166657,2,0,1,2,1,2,1,1,0,2,1,1,1,0,1,1,1,69.56521739,4,0,1,0,0,0,3.5,0.285714286,0,1,1,0,1
Eastern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,461.8257446,53,20,0.010673986,0.186567158,1,1,0,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,40,3,0,0,1,0,0,1,1,1,1,NA,0,1
Southern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,2030.643921,179,8,0.003696858,0.206185564,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Western,5,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,454.232605,185,15,0.009014085,0.155844152,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,44,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Muchinga,6,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,227.7526245,117,14,0.008843537,0.406779647,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Eastern,4,0,1,1,1,0,1,0,0,0,Rural,2,387.9973755,66,20,0.010673986,0.179856122,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5,1,0,0,0,0,NA,0,0,1,0,0,1
Luapula,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,5,537.7335815,89,18,0.01005291,0.291666657,1,0,1,5,1,1,0,0,0,1,0.2,0,1,0,1,1,1,82.60869565,5,1,0,0,0,0,1,1,1,1,NA,1,1
Northern,2,2,1,#NAME?,1,1,1,1,1,1,Rural,3,561.5792236,143,16,0.008608972,0.101063833,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,78.94736842,4,0,1,0,0,0,1,1,1,1,1,1,1
Lusaka,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,484.2188721,98,10,0.010804322,0.234693885,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Muchinga,6,0,#NAME?,1,1,0,0,0,NA,0,Rural,1,454.8388367,113,14,0.008843537,0.568181813,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,395.324707,68,20,0.010673986,0.242718443,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Muchinga,5,5,#NAME?,1,1,0,0,1,NA,1,Rural,4,387.4343872,121,14,0.008843537,0.173611104,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,11.53846154,1,0,0,0,0,1,2.5,0.4,0,1,NA,0,0
Luapula,6,0,1,#NAME?,1,0,4,0,0,0,Rural,4,397.2858582,83,18,0.01005291,0.191666663,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4,0,1,0,0,0,NA,0,0,1,0,0,1
Central,2,2,#NAME?,1,1,0,0,1,NA,1,Rural,3,537.9537354,8,17,0.008504924,0.347222209,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,36,2,0,0,0,1,0,2,0.5,1,1,NA,0,1
Luapula,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,412.4599609,72,18,0.01005291,0.184615389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Southern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,643.9437866,175,19,0.008669267,0.216981128,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Copperbelt,4,2,1,1,1,0,1,0.5,0,0,Urban,5,1394.449951,33,11,0.004253509,0.14371258,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,50,3,0,0,1,0,0,4,0.25,0,1,0,0,1
Central,6,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,560.3684082,3,17,0.008504924,0.156862751,5,0,1,4,1,5,1,1,0,5,1.25,1,1,0,1,1,1,21.73913043,2,0,0,0,1,0,1.2,0.833333333,1,1,NA,1,1
Eastern,3,3,#NAME?,1,1,0,0,1,NA,1,Rural,5,660.1539307,52,20,0.010673986,0.145348832,2,2,1,4,1,2,1,1,1,2,0.5,0,1,1,1,1,1,72,4,0,1,0,0,0,1.5,0.666666667,1,1,NA,1,1
Northern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,500.5276489,135,16,0.008608972,0.194690272,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Western,5,5,1,1,1,1,1,1,1,1,Rural,1,439.3160706,186,15,0.009014085,0.203539819,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2.5,0.4,0,1,1,0,0
Eastern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,848.4229736,202,20,0.010673986,0.148809522,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Muchinga,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,555.9848633,116,14,0.008843537,0.135869563,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,703.6523438,44,20,0.010673986,0.196721315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Central,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,5,205.3968658,15,17,0.008504924,0.585365832,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,11.53846154,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Northern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,86.04906464,141,16,0.008608972,0.333333343,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,13.63636364,1,0,0,0,0,1,0.5,2,1,1,NA,0,1
Central,3,3,1,#NAME?,1,1,1,1,1,1,Rural,2,537.9537354,8,17,0.008504924,0.347222209,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,36,2,0,0,0,1,0,3,0.333333333,0,1,1,0,0
Western,7,0,1,1,1,0,2,0,0,0,Rural,2,455.3486633,191,15,0.009014085,0.201680675,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,50,3,0,0,1,0,0,NA,0,0,1,0,0,1
Central,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,545.0557861,14,17,0.008504924,0.146496817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43478261,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,619.6938477,55,20,0.010673986,0.154838711,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Southern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,590.8314209,169,19,0.008669267,0.233333334,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Copperbelt,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,363.6075134,24,9,0.009740259,0.157534242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Luapula,4,0,1,#NAME?,1,0,2,0,0,0,Rural,2,471.8781433,75,18,0.01005291,0.210084036,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5,1,0,0,0,0,NA,0,0,1,0,0,1
Muchinga,5,0,1,1,1,0,2,0,0,0,Rural,2,555.9848633,116,14,0.008843537,0.135869563,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4,0,1,0,0,0,NA,0,0,1,0,0,1
Northern,6,6,1,1,1,1,1,1,1,1,Rural,1,605.6147461,128,16,0.008608972,0.129213482,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,8.695652174,1,0,0,0,0,1,3,0.333333333,0,1,1,0,0
Eastern,6,6,#NAME?,1,1,0,0,1,NA,1,Rural,3,485.0439758,56,20,0.010673986,0.130890056,3,0,1,2,1,3,1,1,0,3,1.5,1,1,0,1,1,1,56,3,0,0,1,0,0,2,0.5,1,1,NA,1,1
Muchinga,7,4,1,1,1,2,2,0.571428571,1,0,Rural,1,482.4048157,118,14,0.008843537,0.271428585,1,1,0,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,0,1,0,0,0,0,1,7,0.142857143,0,0,1,0,0
Luapula,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,3,698.4972534,76,18,0.01005291,0.157232702,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,80.55555556,5,1,0,0,0,0,2,0.5,1,1,NA,1,1
Southern,5,5,1,1,1,1,1,1,1,1,Rural,5,882.3082886,171,19,0.008669267,0.078125,2,2,1,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,38.0952381,2,0,0,0,1,0,2.5,0.4,0,1,1,0,1
Central,7,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,508.188385,9,17,0.008504924,0.316666663,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36.84210526,2,0,0,0,1,0,NA,0,0,1,NA,0,1
Central,3,3,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,4,205.3968658,15,17,0.008504924,0.585365832,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,11.53846154,1,0,0,0,0,1,1.5,0.666666667,1,1,NA,0,1
Luapula,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,5,476.3570557,88,18,0.01005291,0.202380955,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,68.18181818,4,0,1,0,0,0,1,1,1,1,NA,1,1
Copperbelt,6,5,#NAME?,1,1,0,0,0.833333333,NA,0,Urban,5,1653.740723,37,11,0.004253509,0.328358203,4,0,1,6,1,4,1,1,0,4,0.666666667,0,1,0,1,1,1,82.60869565,5,1,0,0,0,0,1.5,0.666666667,1,1,NA,1,1
Luapula,5,0,1,1,1,0,1,0,0,0,Rural,2,537.7335815,89,18,0.01005291,0.291666657,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5,1,0,0,0,0,NA,0,0,1,0,0,1
Eastern,4,0,1,1,1,0,1,0,0,0,Rural,1,733.7052612,63,20,0.010673986,0.118644066,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80.95238095,5,1,0,0,0,0,NA,0,0,0,0,0,0
Central,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,561.8015747,10,17,0.008504924,0.273809522,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82608696,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Western,5,5,1,1,1,1,1,1,1,1,Rural,1,487.8677063,182,15,0.009014085,0.161971837,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,26.08695652,2,0,0,0,1,0,2.5,0.4,0,1,1,0,0
Muchinga,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,235.6892395,112,14,0.008843537,0.490196079,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,84,5,1,0,0,0,0,1,1,1,1,NA,1,1
Eastern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,703.6523438,44,20,0.010673986,0.196721315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Eastern,4,4,1,#NAME?,1,2,2,1,1,1,Rural,3,441.381958,57,20,0.010673986,0.217391297,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,84,5,1,0,0,0,0,4,0.25,0,1,1,0,1
Central,9,0,1,1,1,0,2,0,0,0,Rural,4,560.3684082,3,17,0.008504924,0.156862751,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73913043,2,0,0,0,1,0,NA,0,0,0,0,0,0
Western,5,4,1,1,1,2,2,0.8,1,0,Rural,3,402.0045471,188,15,0.009014085,0.357142866,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,20,2,0,0,0,1,0,2.5,0.4,0,0,1,0,0
Southern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,4,2668.378662,168,19,0.008669267,0.030037547,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,1661.061035,70,6,0.004081632,0.203703701,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,22.72727273,2,0,0,0,1,0,1,1,1,1,NA,0,1
Luapula,7,1,#NAME?,1,1,0,0,0.142857143,NA,0,Rural,4,538.1774902,81,18,0.01005291,0.182481751,1,0,1,4,1,1,0,0,0,1,0.25,0,1,0,1,1,1,44,3,0,0,1,0,0,7,0.142857143,0,1,NA,0,1
Central,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,4,574.0814209,11,17,0.008504924,0.298701286,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,30.43478261,2,0,0,0,1,0,1,1,1,1,NA,0,1
Lusaka,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,4,523.6849976,93,10,0.010804322,0.06122449,2,2,0,1,1,2,1,1,1,2,2,1,1,1,1,0,1,27.27272727,2,0,0,0,1,0,1,1,1,1,NA,0,1
Eastern,6,5,1,1,1,1,1,0.833333333,1,0,Rural,3,541.4136963,69,20,0.010673986,0.157534242,2,2,1,4,1,2,1,1,1,2,0.5,0,1,1,1,1,1,69.23076923,4,0,1,0,0,0,3,0.333333333,0,1,1,0,1
Southern,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,5,472.7120056,166,19,0.008669267,0.063583814,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.91304348,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Central,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,479.9390564,4,17,0.008504924,0.160256416,3,3,0,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,12,1,0,0,0,0,1,0.666666667,1.5,1,1,NA,0,1
Luapula,2,0,1,#NAME?,1,0,1,0,0,0,Rural,1,537.7335815,89,18,0.01005291,0.291666657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.60869565,5,1,0,0,0,0,NA,0,0,0,0,0,0
Central,6,0,1,1,1,0,2,0,0,0,Rural,5,527.8833008,16,17,0.008504924,0.117948718,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3,0,0,1,0,0,NA,0,0,0,0,0,0
Eastern,4,4,1,1,1,1,1,1,1,1,Rural,4,294.5521545,46,20,0.010673986,0.333333343,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,58.33333333,3,0,0,1,0,0,2,0.5,1,1,1,1,1
Luapula,2,0,1,#NAME?,1,0,1,0,0,0,Rural,1,607.4981079,77,18,0.01005291,0.190082639,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,0
Eastern,3,3,1,#NAME?,1,1,1,1,1,1,Rural,2,485.0439758,56,20,0.010673986,0.130890056,1,0,1,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,56,3,0,0,1,0,0,3,0.333333333,0,1,1,0,1
Western,3,3,1,#NAME?,1,1,1,1,1,1,Rural,3,402.0045471,188,15,0.009014085,0.357142866,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,20,2,0,0,0,1,0,1.5,0.666666667,1,1,1,1,1
Central,4,4,1,1,1,1,1,1,1,1,Rural,4,537.9537354,8,17,0.008504924,0.347222209,2,0,1,3,1,2,1,1,0,2,0.666666667,0,1,0,1,1,1,36,2,0,0,0,1,0,2,0.5,1,1,1,1,1
Southern,4,4,1,#NAME?,1,2,2,1,1,1,Rural,4,643.9437866,175,19,0.008669267,0.216981128,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,8.695652174,1,0,0,0,0,1,2,0.5,1,1,1,1,1
Lusaka,4,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,1356.745117,106,13,0.004336827,0.115207374,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Eastern,6,0,1,1,1,0,1,0,0,0,Rural,3,610.8093872,45,20,0.010673986,0.143999994,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,77.77777778,4,0,1,0,0,0,NA,0,0,1,0,0,1
Eastern,3,0,1,1,1,0,1,0,0,0,Rural,1,746.6121826,202,20,0.010673986,0.148809522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4,0,1,0,0,0,NA,0,0,0,0,0,0
Luapula,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,1017.982971,73,18,0.01005291,0.129032254,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,294.5521545,46,20,0.010673986,0.333333343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Western,5,5,1,#NAME?,1,3,3,1,1,1,Rural,4,439.3160706,186,15,0.009014085,0.203539819,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2.5,0.4,0,1,1,0,0
Copperbelt,5,2,#NAME?,1,1,0,0,0.4,NA,0,Rural,4,453.1447144,28,9,0.009740259,0.303030312,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,76,4,0,1,0,0,0,2.5,0.4,0,1,NA,0,1
